,location,size,total_sqft,bath,price,bhk
444,Ardendale,3 BHK,1750.0,3.0,100.0,3
445,Vittasandra,2 BHK,1404.0,2.0,71.0,2
446,Hoodi,3 BHK,1715.0,2.0,95.0,3
447,Electronic City,1 BHK,630.0,1.0,34.65,1
448,Harlur,3 BHK,1752.12,3.0,135.0,3
449,Hulimavu,3 BHK,1650.0,3.0,78.0,3
450,Raja Rajeshwari Nagar,2 BHK,1295.0,2.0,55.47,2
451,Giri Nagar,3 Bedroom,1800.0,3.0,252.0,3
452,Sarjapur  Road,2 BHK,1346.0,2.0,74.03,2
453,Thippasandra,4 Bedroom,1200.0,4.0,200.0,4
454,Hormavu,2 BHK,1150.0,2.0,55.0,2
455,Chikkabidarakallu,4 Bedroom,3309.0,4.0,325.0,4
456,Chandapura,3 BHK,1190.0,2.0,30.35,3
457,AECS Layout,3 BHK,1620.0,3.0,98.0,3
458,Marathahalli,2 BHK,950.0,2.0,46.96,2
459,1 Giri Nagar,11 BHK,5000.0,9.0,360.0,11
460,Harlur,3 BHK,2450.0,3.0,120.0,3
461,Electronic City Phase II,3 BHK,1220.0,2.0,35.23,3
462,Hoysalanagar,2 BHK,850.0,2.0,30.0,2
463,Padmanabhanagar,2 BHK,1020.0,2.0,63.0,2
464,Chikkalasandra,2 BHK,1100.0,2.0,50.0,2
465,Defence Colony,2 BHK,1150.0,2.0,126.0,2
466,Hebbal,3 BHK,1760.0,2.0,130.0,3
467,Ambalipura,3 BHK,1800.0,3.0,110.0,3
468,Akshaya Nagar,2 BHK,1070.0,2.0,54.0,2
469,2nd Stage Nagarbhavi,4 Bedroom,1500.0,4.0,220.0,4
470,Vidyaranyapura,2 Bedroom,1440.0,2.0,95.0,2
471,Amruthahalli,2 BHK,900.0,2.0,40.0,2
472,ITI Employees Layout,4 BHK,1200.0,4.0,230.0,4
473,Whitefield,2 BHK,1130.0,2.0,42.16,2
474,Koramangala,2 BHK,1320.0,2.0,165.0,2
475,Kodigehalli,2 BHK,1270.0,2.0,98.0,2
476,Patelappa Layout,2 BHK,1200.0,2.0,62.0,2
477,Ring Road Nagarbhavi,4 BHK,4800.0,4.0,235.0,4
478,NS Palya,2 BHK,1200.0,2.0,74.0,2
479,Subramanyapura,2 BHK,929.0,2.0,50.17,2
480,RMV 2nd Stage,4 BHK,1150.0,4.0,260.0,4
481,Basavangudi,4 Bedroom,1125.0,4.0,180.0,4
482,Kenchenahalli,5 Bedroom,500.0,3.0,65.0,5
483,3rd Block Hrbr Layout,5 Bedroom,1200.0,5.0,190.0,5
484,KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,3
485,7th Phase JP Nagar,4 BHK,3600.0,4.0,400.0,4
486,Bank Avenue,4 Bedroom,2000.0,4.0,99.0,4
487,Chikkalasandra,2 BHK,1208.0,2.0,49.0,2
488,Hebbal Kempapura,2 BHK,1130.0,2.0,60.0,2
489,Surabhi Layout,3 BHK,1753.0,3.0,120.0,3
490,Old Madras Road,5 BHK,4500.0,7.0,337.0,5
491,Banjara Layout,3 Bedroom,600.0,3.0,58.0,3
492,Hoodi,2 BHK,1196.0,2.0,94.42,2
493,5th Phase JP Nagar,2 BHK,1150.0,3.0,52.5,2
494,Electronic City,2 BHK,1128.0,2.0,63.0,2
495,Omkar Nagar,2 BHK,1000.0,2.0,53.0,2
496,Yelahanka,2 BHK,1035.0,2.0,45.0,2
497,Kereguddadahalli,2 BHK,950.0,2.0,32.0,2
498,Bisuvanahalli,3 BHK,1075.0,2.0,36.0,3
499,Whitefield,2 BHK,1040.0,2.0,48.5,2
500,Maragondanahalli,2 Bedroom,720.0,2.0,45.0,2
501,Lingadheeranahalli,3 BHK,1511.0,3.0,95.0,3
502,Silk Board,3 BHK,1300.0,3.0,58.0,3
503,Hoodi,3 BHK,1545.0,3.0,68.75,3
504,Shampura,1 BHK,375.0,2.0,26.0,1
505,Vidyaranyapura,2 BHK,1062.0,2.0,38.0,2
506,Kada Agrahara,2 BHK,1115.0,2.0,40.0,2
507,JP Nagar,2 BHK,1000.0,2.0,35.0,2
508,Kambipura,2 BHK,883.0,2.0,45.0,2
509,Sarjapur  Road,2 BHK,1195.0,2.0,70.0,2
510,BHEL Layout,4 Bedroom,1200.0,3.0,165.0,4
511,Medahalli,1 Bedroom,700.0,1.0,41.0,1
512,Vittasandra,2 BHK,1246.0,2.0,67.0,2
513,8th Phase JP Nagar,4 Bedroom,660.0,4.0,90.0,4
514,Banashankari Stage III,4 Bedroom,8500.0,4.0,145.0,4
515,Kashi Nagar,4 BHK,1600.0,4.0,80.0,4
516,Haralur Road,4 BHK,2805.0,5.0,154.0,4
517,Begur Road,3 BHK,1584.0,3.0,65.0,3
518,Sector 7 HSR Layout,4 Bedroom,3000.0,5.0,275.0,4
519,Hosur Road,3 BHK,1175.0,2.0,48.0,3
520,"Yemlur, Old Airport Road, ",3 BHK,1595.0,3.0,115.0,3
521,VHBCS Layout,2 BHK,1353.0,2.0,110.0,2
522,Electronic City,3 BHK,1599.0,3.0,125.0,3
523,Whitefield,2 BHK,1150.0,2.0,70.0,2
524,Jakkur,4 BHK,5230.0,6.0,465.0,4
525,KR Puram,2 BHK,1155.0,2.0,42.74,2
526,Ittamadu,1 BHK,1200.0,2.0,85.0,1
527,Electronic City Phase II,2 BHK,1000.0,2.0,25.0,2
528,Thanisandra,4 BHK,3000.0,4.0,120.0,4
529,Rajiv Nagar,3 BHK,1867.0,3.0,160.0,3
530,Ramagondanahalli,2 BHK,1251.0,2.0,47.0,2
531,Gattahalli,2 BHK,1028.0,2.0,45.5,2
532,Arekere,2 BHK,1222.0,2.0,45.0,2
533,Bannerghatta Road,3 BHK,1170.0,2.0,66.0,3
534,Hebbal,3 BHK,2400.0,4.0,245.0,3
535,Ramanjaneyanagar,3 BHK,1385.0,2.0,48.48,3
536,HSR Layout,2 BHK,1372.0,2.0,68.0,2
537,Magadi Road,3 BHK,1282.0,2.0,49.0,3
538,Mico Layout,9 BHK,5000.0,9.0,210.0,9
539,7th Block Jayanagar,5 Bedroom,3000.0,3.0,528.0,5
540,Kanakpura Road,2 BHK,1135.0,2.0,39.73,2
541,Whitefield,3 BHK,1768.0,3.0,101.0,3
542,Byatarayanapura,3 BHK,1325.0,2.0,90.0,3
543,Electronic City,3 BHK,1599.0,3.0,99.0,3
544,Whitefield,3 Bedroom,1500.0,3.0,61.95,3
545,2nd Phase JP Nagar,3 Bedroom,2610.0,3.0,499.0,3
546,Uttarahalli,2 BHK,1286.0,2.0,63.0,2
547,Kammanahalli,5 BHK,2845.0,5.0,140.0,5
548,K G Colony,3 BHK,1600.0,2.0,50.0,3
549,Hennur Road,2 BHK,1317.5,2.0,63.77,2
550,Hebbal,3 BHK,3450.0,5.0,260.0,3
551,Munnekollal,2 BHK,1102.0,2.0,53.67,2
552,Yelahanka,2 BHK,1350.0,2.0,54.0,2
553,Banashankari,3 BHK,1200.0,2.0,42.0,3
554,Hosa Road,6 Bedroom,1300.0,6.0,145.0,6
555,Herohalli,2 Bedroom,1800.0,1.0,80.0,2
556,Chikkabanavar,2 BHK,950.0,2.0,40.0,2
557,Kanakpura Road,1 BHK,525.0,1.0,27.25,1
558,Attibele,2 BHK,656.0,2.0,25.0,2
559,Marathahalli,4 Bedroom,1780.0,4.0,175.0,4
560,3rd Block Hrbr Layout,2 BHK,1056.0,2.0,80.0,2
561,Bannerghatta Road,1 BHK,595.0,1.0,33.32,1
562,Ittamadu,2 BHK,1080.0,2.0,50.0,2
563,7th Phase JP Nagar,3 BHK,2225.0,3.0,160.0,3
564,Bommasandra,2 BHK,1126.0,2.0,28.15,2
565,Electronics City Phase 1,3 BHK,1490.0,3.0,84.0,3
566,HRBR Layout,4 Bedroom,2000.0,4.0,300.0,4
567,Sarjapur  Road,3 BHK,1550.0,3.0,100.0,3
569,Ashwini layout,2 BHK,1160.0,2.0,55.0,2
570,Whitefield,4 Bedroom,4144.0,4.0,315.0,4
571,Sarjapur  Road,3 BHK,2100.0,3.0,125.0,3
572,Vittasandra,2 BHK,1404.0,2.0,69.3,2
573,Sarjapur  Road,4 Bedroom,2230.0,4.0,225.0,4
574,Marathalli bridge,3 BHK,1544.0,3.0,120.0,3
575,Banashankari Stage III,3 BHK,1305.0,2.0,58.7,3
576,Marathahalli,2 BHK,1230.0,2.0,80.0,2
577,T.C PALYA,2 Bedroom,1200.0,2.0,65.0,2
578,Harlur,3 BHK,1460.0,3.0,73.0,3
580,Gottigere,2 BHK,967.0,2.0,45.0,2
581,Byatarayanapura,1 Bedroom,540.0,1.0,36.0,1
582,Hormavu,1 BHK,715.0,1.0,46.0,1
583,Whitefield,3 BHK,2500.0,3.0,313.0,3
584,Dooravani Nagar,3 BHK,1578.0,3.0,180.0,3
585,Mysore Road,2 BHK,1020.0,2.0,48.95,2
586,Jigani,2 BHK,1020.0,2.0,40.0,2
587,Koramangala,2 BHK,1253.0,2.0,102.0,2
588,JCR Layout,2 BHK,1180.0,2.0,42.0,2
589,Nehru Nagar,2 BHK,961.0,2.0,38.0,2
590,Kanakapura,3 BHK,1419.0,3.0,75.0,3
591,Harlur,3 BHK,1709.0,3.0,150.0,3
592,Papareddipalya,2 Bedroom,1600.0,2.0,115.0,2
593,Venkatapura,1 BHK,416.0,1.0,18.5,1
594,Sanjay nagar,2 BHK,1100.0,2.0,98.0,2
595,HSR Layout,3 BHK,1430.0,2.0,65.0,3
596,Sneha Colony,2 BHK,1260.0,2.0,45.0,2
597,RMV Extension,3 BHK,1630.0,3.0,85.0,3
598,Sarjapur  Road,3 BHK,1249.0,3.0,44.71,3
599,Kalena Agrahara,3 BHK,1450.0,2.0,85.0,3
600,Konanakunte,3 BHK,2791.0,3.0,223.0,3
601,Hosapalya,1 BHK,600.0,1.0,90.0,1
602,Ashwini layout,1 BHK,834.0,1.0,60.0,1
603,Doddagubbi,3 Bedroom,1125.0,4.0,70.0,3
604,Arekere,3 BHK,2060.0,3.0,140.0,3
605,Malleshwaram,7 BHK,12000.0,7.0,2200.0,7
606,Gottigere,2 BHK,891.0,2.0,25.0,2
607,Raja Rajeshwari Nagar,2 BHK,1133.0,2.0,49.07,2
608,Bisuvanahalli,3 BHK,1075.0,2.0,37.0,3
609,Sector 6 HSR Layout,4 BHK,3000.0,5.0,260.0,4
610,Brookefield,4 Bedroom,2440.0,5.0,425.0,4
611,Vidyaranyapura,2 BHK,1200.0,2.0,55.0,2
612,Thanisandra,2 BHK,1075.0,2.0,45.8,2
613,Kaggadasapura,2 BHK,1140.0,2.0,40.0,2
614,Margondanahalli,5 Bedroom,940.0,4.0,150.0,5
615,ITI Layout,6 Bedroom,2160.0,5.0,250.0,6
616,Raja Rajeshwari Nagar,2 BHK,1090.0,2.0,42.0,2
617,R.T. Nagar,4 Bedroom,1500.0,4.0,70.0,4
618,Whitefield,4 BHK,4104.0,4.0,360.0,4
619,Whitefield,3 BHK,1790.0,3.0,100.0,3
620,Hebbal,3 BHK,1920.0,3.0,134.0,3
621,HRBR Layout,2 BHK,1374.0,2.0,95.0,2
622,Bannerghatta Road,3 BHK,1445.0,3.0,95.0,3
623,Kanakapura,1 BHK,711.0,1.0,36.0,1
624,Tumkur Road,3 BHK,1500.0,3.0,95.0,3
625,Whitefield,3 BHK,1720.0,3.0,100.0,3
626,Vasanthapura,3 BHK,1400.0,3.0,60.0,3
627,Kundalahalli,2 BHK,1030.0,2.0,49.0,2
628,Mysore Road,2 BHK,1200.0,2.0,85.0,2
629,Hosahalli,3 BHK,1375.0,3.0,70.0,3
630,Hegde Nagar,2 Bedroom,1050.0,1.0,56.0,2
631,Jalahalli,3 BHK,2250.0,3.0,160.0,3
632,Bellandur,2 BHK,1000.0,2.0,50.0,2
633,Jalahalli West,1 BHK,469.0,1.0,25.0,1
634,Marathahalli,4 BHK,3800.0,4.0,250.0,4
635,Kambipura,2 BHK,883.0,2.0,29.0,2
636,GM Palaya,3 BHK,1820.0,2.0,86.0,3
637,Singasandra,3 BHK,1440.0,2.0,65.0,3
638,near Ramanashree California resort,6 BHK,3600.0,4.0,160.0,6
639,Malleshwaram,4 BHK,2500.0,5.0,325.0,4
640,Mahadevpura,2 BHK,1225.0,2.0,48.0,2
641,"6th block banashankari 3rd stage, 100 feet ORR",3 Bedroom,4000.0,3.0,660.0,3
642,Chikkalasandra,2 BHK,875.0,2.0,52.8,2
643,Jalahalli East,1 BHK,750.0,1.0,40.0,1
644,6th Phase JP Nagar,2 BHK,1180.0,2.0,80.0,2
645,Haralur Road,2 BHK,1194.0,2.0,47.0,2
646,Hennur Road,3 BHK,1500.0,2.0,62.0,3
647,Poornapragna Housing Society Layout,2 BHK,1160.0,2.0,52.2,2
648,Arekere,9 Bedroom,,9.0,265.0,9
649,Hosakerehalli,3 BHK,2378.0,3.0,262.0,3
650,Sarjapur,2 BHK,1128.0,2.0,60.0,2
651,Hebbal,3 BHK,1500.0,3.0,150.0,3
652,Huskur,3 BHK,1220.0,2.0,35.23,3
653,Sarjapur  Road,2 BHK,1210.0,2.0,58.0,2
654,Kanakpura Road,3 BHK,1100.0,2.0,58.0,3
655,Bommasandra,3 BHK,1200.0,3.0,46.0,3
656,Haralur Road,4 BHK,3385.0,5.0,260.0,4
657,Nagondanahalli,3 BHK,1641.0,3.0,66.0,3
658,Horamavu Agara,2 BHK,1200.0,2.0,45.0,2
659,Raja Rajeshwari Nagar,2 BHK,1260.0,2.0,67.39,2
660,Mahadevpura,3 BHK,1720.0,3.0,78.0,3
661,Yelahanka,2 BHK,1132.5,2.0,48.13,2
662,Yelahanka,2 BHK,1210.0,2.0,45.98,2
663,Indira Nagar,4 Bedroom,2200.0,4.0,200.0,4
664,Bisuvanahalli,3 BHK,1075.0,2.0,45.0,3
665,Thanisandra,3 BHK,1702.0,3.0,130.0,3
666,Shanthala Nagar,2 BHK,1630.0,2.0,200.0,2
667,Raja Rajeshwari Nagar,2 BHK,1141.0,2.0,38.55,2
668,Shantiniketan Layout,3 BHK,2072.0,3.0,108.0,3
670,Herohalli,3 Bedroom,1200.0,2.0,70.0,3
671,Teachers Colony,3 BHK,1350.0,3.0,77.0,3
672,Bettahalsoor,4 Bedroom,4046.0,4.0,445.0,4
673,Srinivasa Nagar,3 BHK,1180.0,2.0,78.34,3
674,Yelahanka,3 BHK,35000.0,3.0,130.0,3
675,Langford Town,2 BHK,1355.0,2.0,115.0,2
676,Sulthangunta,1 Bedroom,600.0,1.0,50.0,1
677,Hormavu,7 Bedroom,1200.0,7.0,150.0,7
678,Bannerghatta Road,3 BHK,1640.0,2.0,120.0,3
679,Byrathi Village,5 Bedroom,1200.0,5.0,100.0,5
680,Kodichikkanahalli,3 BHK,1190.0,2.0,57.0,3
681,OMBR Layout,4 Bedroom,2400.0,4.0,375.0,4
682,Marathahalli,2 BHK,1019.0,2.0,49.85,2
683,Ambedkar Colony,3 BHK,1875.0,3.0,165.0,3
684,Akshaya Nagar,3 BHK,1250.0,3.0,40.0,3
685,Brookefield,3 Bedroom,1200.0,3.0,140.0,3
686,Whitefield,2 BHK,1140.0,2.0,56.0,2
687,Lingadheeranahalli,3 BHK,1683.0,3.0,109.0,3
688,Kaggadasapura,3 BHK,1515.0,3.0,83.3,3
689,Hoodi,4 BHK,2118.0,4.0,111.0,4
690,Bannerghatta Road,4 Bedroom,1380.0,3.0,58.0,4
691,Varthur Road,2 BHK,1083.0,2.0,61.75,2
692,Anjappa Layout,2 Bedroom,600.0,2.0,55.0,2
693,Avalahalli,3 BHK,2300.0,3.0,120.0,3
694,Prakruthi Nagar,2 BHK,1240.0,2.0,60.0,2
695,Surabhi Layout,3 BHK,1750.0,3.0,120.0,3
696,Sadaramangala,2 BHK,1230.0,2.0,43.48,2
697,Anjanapura,3 Bedroom,1500.0,3.0,139.0,3
698,Abbigere,2 BHK,985.0,2.0,40.39,2
699,Tindlu,3 Bedroom,1500.0,2.0,87.0,3
700,Electronic City,2 BHK,1125.0,2.0,32.49,2
701,Maruthi Sevanagar,2 BHK,950.0,2.0,44.0,2
703,Kothanur,3 BHK,1580.0,3.0,76.0,3
704,B Narayanapura,3 Bedroom,1092.0,2.0,98.5,3
705,Electronic City Phase II,2 BHK,1090.0,2.0,28.34,2
706,Hennur Road,3 Bedroom,2264.0,3.0,159.0,3
707,Dommasandra,3 BHK,1033.0,2.0,25.53,3
708,Kammasandra,2 BHK,810.0,2.0,24.5,2
709,Green Garden Layout,2 BHK,1045.0,2.0,45.0,2
710,Hebbal,2 BHK,1337.0,2.0,82.0,2
711,Chandapura,2 BHK,1200.0,2.0,32.0,2
712,Koramangala,3 BHK,1580.0,3.0,160.0,3
713,Begur Road,3 BHK,1500.0,2.0,54.0,3
714,Whitefield,3 BHK,1640.0,4.0,91.0,3
715,Silver Springs Layout,3 BHK,1570.0,3.0,62.0,3
716,Gubbalala,3 BHK,1470.0,2.0,82.0,3
717,Kengeri,2 BHK,1160.0,2.0,40.61,2
718,7th Phase JP Nagar,2 BHK,1050.0,2.0,71.0,2
719,Dairy Circle,3 BHK,1855.0,3.0,225.0,3
720,Bannerghatta Road,3 BHK,1460.0,2.0,90.0,3
721,Hulimavu,3 BHK,1823.0,3.0,100.0,3
722,Electronic City,2 BHK,1094.0,2.0,42.0,2
723,Budigere,2 BHK,1153.0,2.0,57.0,2
724,Hoysalanagar,3 BHK,1325.0,3.0,57.0,3
725,Parappana Agrahara,4 Bedroom,1200.0,3.0,85.0,4
726,Jakkur,3 BHK,1590.0,2.0,125.0,3
727,Jeevan bima nagar,5 Bedroom,1210.0,4.0,160.0,5
728,Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,220.0,4
729,Narayana Nagar 1st Block,2 BHK,1202.0,2.0,48.0,2
730,Haralur Road,2 BHK,1202.0,2.0,53.0,2
731,KSRTC Layout,2 BHK,1200.0,2.0,62.5,2
732,Panathur,3 BHK,1688.0,3.0,118.0,3
733,Kaval Byrasandra,2 BHK,1020.0,2.0,52.0,2
734,Sarjapur,2 BHK,1185.0,2.0,47.0,2
735,Ramagondanahalli,2 BHK,1235.0,2.0,52.04,2
736,Hosakerehalli,4 BHK,3205.0,5.0,500.0,4
737,Banashankari,2 BHK,1077.0,2.0,37.64,2
738,Kengeri Satellite Town,3 BHK,1415.0,2.0,66.0,3
739,EPIP Zone,3 BHK,2330.0,3.0,162.0,3
740,Whitefield,2 BHK,805.0,2.0,35.0,2
741,P&T Colony,1 BHK,425.0,1.0,20.03,1
742,Whitefield,2 BHK,1155.0,2.0,59.95,2
743,Cunningham Road,4 BHK,5270.0,4.0,1250.0,4
744,Anekal,2 BHK,656.0,2.0,22.0,2
745,New Gurappana Palya,2 BHK,1100.0,2.0,48.0,2
746,Mahadevpura,2 BHK,1150.0,2.0,52.0,2
747,Chelekare,1 Bedroom,600.0,1.0,60.0,1
748,Ambedkar Colony,2 BHK,1468.0,2.0,140.0,2
749,Palanahalli,4 Bedroom,4300.0,5.0,550.0,4
750,Whitefield,3 BHK,2280.0,4.0,126.0,3
751,Hegde Nagar,2 BHK,1341.0,2.0,97.0,2
752,Jakkur,2 BHK,1279.0,2.0,77.0,2
753,Electronic City Phase II,4 BHK,2225.0,4.0,98.88,4
754,Thanisandra,2 BHK,1185.0,2.0,43.51,2
755,Vadarpalya,3 BHK,1750.0,3.0,85.0,3
756,Kudlu,2 BHK,1152.0,2.0,53.5,2
757,Shivanagar,5 Bedroom,1000.0,4.0,160.0,5
758,Hulimavu,2 BHK,1300.0,2.0,36.0,2
759,Varthur Road,4 Bedroom,2760.0,4.0,155.0,4
760,5th Phase JP Nagar,2 BHK,1070.0,2.0,39.0,2
761,Uttarahalli,2 BHK,1101.0,2.0,45.0,2
762,V.V Puram,2 BHK,775.0,2.0,55.0,2
763,Yeshwanthpur,1 BHK,667.0,1.0,36.85,1
764,Electronic City,2 BHK,1070.0,2.0,55.0,2
765,Old Airport Road,3 BHK,1875.0,2.0,110.0,3
766,Kundalahalli,2 BHK,735.0,2.0,57.99,2
767,Sarjapur,5 Bedroom,4360.0,4.0,90.0,5
768,Koramangala,3 BHK,1750.0,3.0,130.0,3
769,Marathahalli,2 BHK,1215.0,2.0,67.0,2
770,Sector 3 HSR Layout,9 Bedroom,600.0,9.0,190.0,9
771,Vishwapriya Layout,2 BHK,820.0,2.0,30.0,2
772,Banashankari Stage VI,2 BHK,1177.5,2.0,59.935,2
773,Battarahalli,3 BHK,1779.0,3.0,89.61,3
774,HMT Layout,2 BHK,1105.0,2.0,58.0,2
775,Basavanagara,1 BHK,,2.0,93.0,1
776,Whitefield,3 BHK,1650.0,3.0,60.0,3
777,Jalahalli,2 BHK,1694.0,2.0,150.0,2
778,Hosakerehalli,3 BHK,2376.0,3.0,203.0,3
779,Cox Town,3 BHK,1975.0,3.0,150.0,3
780,Kammasandra,2 BHK,674.0,2.0,33.0,2
781,Kaggadasapura,2 BHK,1185.0,2.0,41.0,2
782, Thanisandra,1 RK,445.0,1.0,28.0,1
783,Mylasandra,6 Bedroom,900.0,7.0,76.0,6
784,HSR Layout,3 BHK,1475.0,3.0,75.0,3
785,Gottigere,3 BHK,1618.0,3.0,82.5,3
786,Koramangala,2 BHK,1120.0,2.0,65.0,2
787,Marathahalli,4 BHK,2181.0,3.0,152.0,4
788,Vidyaranyapura,4 Bedroom,1200.0,4.0,90.0,4
789,Nagondanahalli,6 Bedroom,600.0,4.0,65.0,6
790,Bannerghatta Road,3 BHK,1556.0,2.0,59.13,3
791,Bannerghatta Road,2 BHK,1179.0,2.0,66.02,2
792,Thanisandra,2 BHK,1296.0,2.0,83.0,2
793,Kaggadasapura,2 BHK,1275.0,2.0,52.0,2
794,Kalasipalya,7 Bedroom,1875.0,2.0,300.0,7
795,Kathriguppe,3 BHK,1400.0,2.0,77.0,3
796,Gottigere,2 BHK,1222.0,2.0,63.0,2
797,Electronic City,2 BHK,940.0,2.0,41.0,2
798,Thanisandra,2 BHK,1185.0,2.0,42.6,2
799,Tumkur Road,3 BHK,1779.0,3.0,112.0,3
800,Begur Road,3 BHK,1615.0,3.0,59.76,3
802,Haralur Road,2 BHK,1056.0,2.0,61.0,2
803,7th Phase JP Nagar,2 BHK,1100.0,2.0,46.0,2
804,Arekere,2 BHK,920.0,2.0,40.0,2
805,ITI Layout,3 BHK,1602.0,2.0,75.0,3
806,Padmanabhanagar,2 BHK,1176.0,2.0,62.0,2
807,HBR Layout,4 Bedroom,675.0,3.0,59.0,4
808,Richmond Town,3 BHK,1352.0,3.0,135.0,3
809,Kasavanhalli,3 BHK,1717.0,3.0,99.0,3
810,4 Bedroom Farm House in Bagalur,4 Bedroom,10961.0,4.0,80.0,4
811,Bhoganhalli,4 BHK,2119.0,4.0,111.0,4
812,Vittasandra,2 BHK,1246.0,2.0,67.3,2
813,Anandapura,2 BHK,1141.0,2.0,42.79,2
814,Hennur Road,2 BHK,1157.0,2.0,84.0,2
815,Chandapura,2 BHK,1025.0,2.0,27.68,2
816,Yelahanka New Town,1 BHK,650.0,1.0,33.0,1
817,Hebbal,2 BHK,1349.0,2.0,98.0,2
818,Narayanapura,3 BHK,1566.0,3.0,83.3,3
819,Sahakara Nagar,4 BHK,2830.0,3.0,195.0,4
820,Electronic City,3 BHK,1320.0,2.0,38.13,3
821,manyata park,3 BHK,1780.0,3.0,84.83,3
822,Varthur,2 BHK,1091.0,2.0,34.9,2
823,Rachenahalli,4 BHK,3670.0,4.0,300.0,4
824,7th Phase JP Nagar,2 BHK,918.0,2.0,50.49,2
825,Yeshwanthpur,4 BHK,1950.0,4.0,130.0,4
826,Panathur,3 BHK,1695.0,3.0,90.0,3
827,Yelahanka,3 BHK,1705.0,3.0,95.0,3
828,Kalyan nagar,3 BHK,1375.0,3.0,75.0,3
829,Kanakpura Road,1 BHK,525.0,1.0,30.0,1
830,Whitefield,2 BHK,1447.0,2.0,83.0,2
831,Thanisandra,2 BHK,1114.0,2.0,39.0,2
832,7th Phase JP Nagar,3 BHK,1450.0,2.0,100.0,3
833,Belathur,2 BHK,460.0,1.0,15.0,2
834,Vasanthapura,2 BHK,1022.0,2.0,40.0,2
835,Hebbal,2 BHK,1000.0,2.0,45.0,2
836,Electronic City,2 BHK,1128.0,2.0,68.75,2
837,Kanakpura Road,2 BHK,1180.0,2.0,57.0,2
838,TC Palaya,6 Bedroom,1000.0,6.0,69.0,6
839,Nagarbhavi,2 Bedroom,1200.0,2.0,150.0,2
840,Sadashiva Nagar,3 BHK,3761.0,3.0,660.0,3
841,Kanakpura Road,2 BHK,1339.0,2.0,75.0,2
842,Yelachenahalli,3 BHK,1400.0,2.0,55.0,3
843,7th Phase JP Nagar,2 BHK,1040.0,2.0,39.52,2
844,Kadugodi,2 BHK,1198.0,2.0,58.0,2
845,Shirdi Sai Layout,4 Bedroom,1200.0,3.0,95.0,4
846,Sarjapur  Road,3 BHK,1691.0,3.0,113.0,3
847,Bisuvanahalli,3 BHK,1075.0,3.0,36.0,3
848,1st Block Jayanagar,3 BHK,1630.0,3.0,194.0,3
849,8th Phase JP Nagar,3 BHK,1240.0,3.0,43.5,3
850,Bannerghatta Road,2 BHK,1122.5,2.0,58.935,2
851,Mallasandra,3 BHK,1665.0,3.0,86.58,3
852,Marathahalli,3 BHK,2489.0,3.0,94.0,3
853,Brookefield,2 BHK,1142.0,2.0,70.0,2
854,Kodbisanhalli,3 BHK,1976.0,3.0,184.0,3
855,Sathya Sai Layout,4 Bedroom,5500.0,4.0,600.0,4
856,Kothannur,3 BHK,1853.0,3.0,82.0,3
857,Vijayanagar,8 Bedroom,600.0,4.0,72.0,8
858,Kasturi Nagar,2 BHK,1567.0,2.0,92.0,2
859,Talaghattapura,2 BHK,1090.0,2.0,27.24,2
860,Raja Rajeshwari Nagar,6 Bedroom,1200.0,4.0,125.0,6
861,Indiranagar HAL 2nd Stage,4 Bedroom,2400.0,4.0,640.0,4
862,Electronics City Phase 1,2 BHK,1175.0,2.0,51.47,2
863,Subramanyapura,2 BHK,1200.0,2.0,52.0,2
864,Kodichikkanahalli,2 BHK,995.0,2.0,41.0,2
865,Magadi Road,2 BHK,884.0,2.0,41.1,2
866,Vishwanatha Nagenahalli,5 Bedroom,900.0,3.0,80.0,5
867,Yeshwanthpur,2 BHK,1170.0,2.0,57.0,2
868,KR Puram,2 BHK,1225.0,2.0,46.55,2
869,Electronic City,2 BHK,1342.0,2.0,73.3,2
870,Uttarahalli,2 BHK,1345.0,2.0,67.0,2
871,Kodigehaali,3 BHK,1320.0,3.0,65.0,3
872,Singapura Village,2 BHK,,2.0,45.0,2
873,Raja Rajeshwari Nagar,2 BHK,1140.0,2.0,49.39,2
874,Battarahalli,2 BHK,1300.0,2.0,50.0,2
875,Hosa Road,3 BHK,1652.0,3.0,85.0,3
876,Thigalarapalya,3 BHK,2072.0,4.0,142.0,3
877,Arekere,3 BHK,1740.0,2.0,95.0,3
878,Electronic City,3 BHK,1360.0,2.0,71.0,3
879,Hosur Road,3 BHK,1145.0,2.0,60.0,3
880,Uttarahalli,3 BHK,1540.0,2.0,40.0,3
881,Sarjapur  Road,2 BHK,1278.0,2.0,95.0,2
882,Electronic City Phase II,1 BHK,630.0,1.0,40.0,1
883,Kanakpura Road,3 BHK,1100.0,3.0,58.0,3
884,Bendiganahalli,3 Bedroom,1200.0,3.0,95.0,3
885,Hosakerehalli Layout,7 Bedroom,2500.0,6.0,115.0,7
886,Chandapura,1 BHK,582.5,1.0,15.135,1
887,Chandapura,2 BHK,1015.0,2.0,25.88,2
888,Hosur Road,5 Bedroom,3300.0,5.0,240.0,5
889,Basaveshwara Nagar,5 Bedroom,4500.0,5.0,415.0,5
890,Gunjur,3 BHK,1356.0,2.0,66.0,3
891,Hennagara,2 BHK,823.0,2.0,28.0,2
892,TC Palaya,3 Bedroom,1200.0,2.0,66.0,3
